CI,Condition,Imaging_method,Colony,X_centerPx,Y_centerPx,X_centerUm,Y_centerUm,RadiusPx,RadiusUm,Spatial_calibration,Frame,Timepoint
CI1794,patient,EP,17,2616.777533,1409.57489,66372.68851,35752.85782,42.76589695,1084.726356,25.364284,2,0.5
CI1794,patient,EP,18,2610.169604,1472.35022,66205.08311,37345.10913,43.39149515,1100.594206,25.364284,2,0.5
CI1794,patient,EP,19,2767.65859,1478.95815,70199.6785,37512.71453,45.59409527,1156.461581,25.364284,2,0.5
CI1794,patient,EP,20,2900.918502,1467.944934,73579.72075,37233.3722,45.43260446,1152.365482,25.364284,2,0.5
CI1794,patient,EP,21,2900.918502,1521.909692,73579.72075,38602.14964,44.32715549,1124.326561,25.364284,2,0.5
CI1794,patient,EP,22,2686.160793,1585.786344,68132.54522,40222.33518,43.29257287,1098.085113,25.364284,2,0.5
CI1794,patient,EP,23,2480.213656,1574.773128,62908.84356,39942.99285,42.05825771,1066.777593,25.364284,2,0.5
CI1794,patient,EP,24,2355.944934,1529.522026,59756.85639,38795.23106,44.32715549,1124.326561,25.364284,2,0.5
CI1794,patient,EP,25,2195.151982,1553.751101,55678.4583,39409.7842,47.7079259,1210.077382,25.364284,2,0.5
CI1794,patient,EP,26,2107.046256,1457.936123,53443.71962,36979.50588,48.81209907,1238.083943,25.364284,2,0.5
CI1794,patient,EP,27,2480.394273,1721.151982,62913.42477,43655.78769,37.12307497,941.6002165,25.364284,2,0.5
CI1794,patient,EP,28,2447.354626,1737.671806,62075.39777,44074.80119,42.98019208,1090.161798,25.364284,2,0.5
CI1794,patient,EP,29,2267.839207,1823.57489,57522.11771,46253.6714,45.43260446,1152.365482,25.364284,2,0.5
CI1794,patient,EP,30,2155.504405,1794.940529,54672.8259,45527.38133,44.29951149,1123.62539,25.364284,2,0.5
CI1794,patient,EP,31,1777.394273,1357.645374,45082.33312,34435.70285,45.16216989,1145.506103,25.364284,2,0.5
CI1794,patient,EP,32,1940.389868,1486.5,49216.59968,37704.00816,42.14554579,1068.991593,25.364284,2,0.5
CI1794,patient,EP,33,1999.861233,1539.363436,50725.04828,39044.85137,41.0858513,1042.113201,25.364284,2,0.5
CI1794,patient,EP,34,1757.570485,1510.729075,44579.51692,38318.5613,39.8446652,1010.631404,25.364284,2,0.5
CI1794,patient,EP,35,1690.389868,1549.27533,42875.52868,39296.25947,44.49265883,1128.524434,25.364284,2,0.5
CI1794,patient,EP,36,1669.464758,1440.244493,42344.77824,36530.77036,42.0728183,1067.146912,25.364284,2,0.5
CI1794,patient,EP,37,1659.552863,1413.812775,42093.37014,35860.34875,45.39214199,1151.339181,25.364284,2,0.5
CI1794,patient,EP,38,1795.015419,1651.698238,45529.28086,41894.14319,43.22177548,1096.289388,25.364284,2,0.5
CI1794,patient,EP,39,1943.535242,1743.385463,49296.37985,44219.72399,41.67789696,1057.130015,25.364284,2,0.5
CI1794,patient,EP,40,1899.482379,1769.817181,48179.01051,44890.14559,45.86198298,1163.256361,25.364284,2,0.5
CI1794,patient,EP,41,1632.962555,1783.03304,41418.92601,45225.3564,48.71161085,1235.535132,25.364284,2,0.5
CI1794,patient,EP,42,1453.940529,1678.385463,36878.16049,42571.04553,52.76760695,1338.412569,25.364284,2,0.5
CI1794,patient,EP,43,1684.517621,2078.96696,42726.58334,52731.50841,48.05331558,1218.837944,25.364284,2,0.5
CI1794,patient,EP,44,1806.764317,2060.244493,45827.28326,52256.62644,44.49265883,1128.524434,25.364284,2,0.5
CI1794,patient,EP,45,1822.182819,2097.689427,46218.36253,53206.39038,44.3961902,1126.077577,25.364284,2,0.5
CI1794,patient,EP,46,1925.707048,2132.931718,48844.18048,54100.28585,44.28568302,1123.274641,25.364284,2,0.5
CI1794,patient,EP,47,1846.411894,2175.88326,46832.91566,55189.72095,46.03527404,1167.651765,25.364284,2,0.5
CI1794,patient,EP,48,1630.781938,2385.160793,41363.61622,60497.89573,55.43933496,1406.179036,25.364284,2,0.5
CI1794,patient,EP,49,2069.10793,2237.5837,52481.44115,56754.70845,39.30295685,996.8913594,25.364284,2,0.5
CI1794,patient,EP,50,2070.209251,2266.218062,52509.37538,57480.99852,43.22177548,1096.289388,25.364284,2,0.5
CI1794,patient,EP,51,2064.702643,2335.601322,52369.70421,59240.85523,43.17924133,1095.21054,25.364284,2,0.5
CI1794,patient,EP,52,2075.715859,2427.011013,52649.04655,61559.39661,44.3961902,1126.077577,25.364284,2,0.5
CI1794,patient,EP,53,2026.156388,2509.610132,51392.00604,63654.46412,45.43260446,1152.365482,25.364284,2,0.5
CI1794,patient,EP,54,1956.773128,2489.786344,49632.14933,63151.64791,45.714839,1159.524159,25.364284,2,0.5
CI1794,patient,EP,55,2027.80837,2687.495595,51433.90739,68166.40151,48.05331558,1218.837944,25.364284,2,0.5
CI1794,patient,EP,56,1799.834802,2741.460352,45651.52106,69535.17895,54.27817308,1376.726997,25.364284,2,0.5
CI1794,patient,EP,57,1908.865639,2914.367841,48417.01018,73920.85361,57.59595865,1460.880252,25.364284,2,0.5
CI1794,patient,EP,58,2272.068282,2828.927313,57629.38517,71753.71577,47.60510698,1207.469453,25.364284,2,0.5
CI1794,patient,EP,59,2349.160793,2895.006608,59584.78151,73429.76978,53.13774815,1347.800935,25.364284,2,0.5
CI1794,patient,EP,60,2547.398678,2805.799559,64612.94354,71167.09687,49.81812772,1263.60114,25.364284,2,0.5
CI1794,patient,EP,61,2219.997797,2250.138767,56308.65461,57073.15871,37.69612213,956.1351474,25.364284,2,0.5
CI1794,patient,EP,62,2190.262115,2328.332599,55554.4303,59056.48929,43.17924133,1095.21054,25.364284,2,0.5
CI1794,patient,EP,63,2202.376652,2372.385463,55861.70687,60173.85863,40.96641543,1039.083795,25.364284,2,0.5
CI1794,patient,EP,64,2240.922907,2445.072687,56839.40504,62017.51804,39.90610651,1012.189819,25.364284,2,0.5
CI1794,patient,EP,65,2260.746696,2570.623348,57342.22125,65202.02065,40.95146146,1038.704499,25.364284,2,0.5
CI1794,patient,EP,66,2283.874449,2600.359031,57928.84015,65956.24496,39.98277538,1014.13447,25.364284,2,0.5
CI1794,patient,EP,67,2313.610132,2516.65859,58683.06445,63833.24321,42.1891221,1070.096875,25.364284,2,0.5
CI1794,patient,EP,68,2378.588106,2602.561674,60331.18423,66012.11342,40.96641543,1039.083795,25.364284,2,0.5
CI1794,patient,EP,69,2493.125551,2633.398678,63236.34451,66794.27196,44.27185023,1122.923782,25.364284,2,0.5
CI1794,patient,EP,70,2416.03304,2502.34141,61280.94817,63470.09818,38.8010629,984.1611789,25.364284,2,0.5
CI1794,patient,EP,71,2369.777533,2436.262115,60107.71036,61794.04417,38.99003024,988.9542,25.364284,2,0.5
CI1794,patient,EP,72,2483.213656,2457.187225,62984.93641,62324.7946,32.40097598,821.8275566,25.364284,2,0.5
CI1794,patient,EP,73,2456.781938,2445.072687,62314.51481,62017.51804,30.06739909,762.6380497,25.364284,2,0.5
CI1794,patient,EP,74,2457.88326,2406.526432,62342.44904,61039.81986,32.09709141,814.1197421,25.364284,2,0.5
CI1794,patient,EP,75,2418.235683,2388.905286,61336.81663,60592.87213,38.03580656,964.7509997,25.364284,2,0.5
CI1794,patient,EP,76,2463.389868,2372.385463,62482.12021,60173.85863,34.36419685,871.6232483,25.364284,2,0.5
CI1794,patient,EP,77,2497.530837,2375.689427,63348.08144,60257.66133,29.90398811,758.493247,25.364284,2,0.5
CI1794,patient,EP,78,2496.429515,2349.257709,63320.14721,59587.23972,34.47097348,874.3315612,25.364284,2,0.5
CI1794,patient,EP,79,2525.063877,2401.019824,64046.43728,60900.1487,38.7536771,982.9592719,25.364284,2,0.5
CI1794,patient,EP,80,2557.002203,2353.662996,64856.53005,59698.97666,40.08986546,1016.850733,25.364284,2,0.5
CI1794,patient,EP,81,2574.623348,2301.900881,65303.47779,58386.06768,42.0728183,1067.146912,25.364284,2,0.5
CI1794,patient,EP,82,2689.160793,2298.596916,68208.63807,58302.26498,42.1891221,1070.096875,25.364284,2,0.5
CI1794,patient,EP,83,2711.187225,2233.618943,68767.32274,56654.14521,42.76589695,1084.726356,25.364284,2,0.5
CI1794,patient,EP,84,2660.526432,2478.112335,67482.348,62855.54504,38.7536771,982.9592719,25.364284,2,0.5
CI1794,patient,EP,85,2689.160793,2246.834802,68208.63807,56989.35601,40.28799183,1021.876067,25.364284,2,0.5
CI1794,patient,EP,86,2710.085903,2481.4163,68739.38851,62939.34774,40.08986546,1016.850733,25.364284,2,0.5
CI1794,patient,EP,87,2738.720264,2481.4163,69465.67858,62939.34774,39.90610651,1012.189819,25.364284,2,0.5
CI1794,patient,EP,88,2700.178414,2659.896476,68488.09214,67466.36962,41.0858513,1042.113201,25.364284,2,0.5
CI1794,patient,EP,89,2628.592511,2720.469163,66672.36697,69002.75246,45.43260446,1152.365482,25.364284,2,0.5
CI1794,patient,EP,90,2773.96696,2755.711454,70359.68578,69896.64793,44.61638344,1131.662621,25.364284,2,0.5
CI1794,patient,EP,91,2818.914097,2622.755507,71499.73772,66524.31553,41.66319836,1056.757195,25.364284,2,0.5
CI1794,patient,EP,92,2854.156388,2589.715859,72393.63319,65686.28852,41.67789696,1057.130015,25.364284,2,0.5
CI1794,patient,EP,93,2943.363436,2530.244493,74656.3061,64177.83992,36.40669971,923.4298708,25.364284,2,0.5
CI1794,patient,EP,94,2955.477974,2501.610132,74963.58267,63451.54985,38.65873124,980.5510381,25.364284,2,0.5
CI1794,patient,EP,95,2994.024229,2498.306167,75941.28084,63367.74715,36.67489265,930.2323927,25.364284,2,0.5
CI1794,patient,EP,96,3039.178414,2563.284141,77086.58442,65015.86692,37.63107269,954.4852149,25.364284,2,0.5
CI1794,patient,EP,97,2984.112335,2599.627753,75689.87274,65937.69663,36.54104223,926.8373727,25.364284,2,0.5
CI1794,patient,EP,98,2970.896476,2624.95815,75354.66194,66580.184,38.99003024,988.9542,25.364284,2,0.5
CI1794,patient,EP,99,3078.825991,2621.654185,78092.21682,66496.38129,42.1891221,1070.096875,25.364284,2,0.5
CI1794,patient,EP,100,3013.848018,2742.799559,76444.09705,69569.14698,44.27185023,1122.923782,25.364284,2,0.5
CI1794,patient,EP,101,3066.711454,2702.050661,77784.94025,68535.58034,43.29257287,1098.085113,25.364284,2,0.5
CI1794,patient,EP,102,2960.513216,2902.121145,75091.29799,73610.22493,46.81368748,1187.395664,25.364284,2,0.5
CI1794,patient,EP,103,3010.072687,2935.160793,76348.33849,74448.25193,47.60510698,1207.469453,25.364284,2,0.5
CI1794,patient,EP,104,3187.385463,3044.19163,80845.75008,77213.74105,46.69578518,1184.405157,25.364284,2,0.5
CI1794,patient,EP,105,3647.068282,3115.306167,92505.27567,79017.51037,50.78012099,1288.00141,25.364284,2,0.5
CI1794,patient,EP,106,3417.993392,3258.477974,86694.9551,82648.96072,53.12622027,1347.508539,25.364284,2,0.5
CI1794,patient,EP,107,3651.473568,3229.843612,92617.0126,81922.67065,47.91290182,1215.276449,25.364284,2,0.5
CI1794,patient,EP,108,3567.773128,3272.795154,90494.01085,83012.10576,52.90671337,1341.940903,25.364284,2,0.5
CI1794,patient,EP,109,3590.900881,3343.279736,91080.62976,84799.8967,50.96072662,1292.582343,25.364284,2,0.5
CI1794,patient,EP,110,3315.257709,2816.535242,84089.13807,71439.39978,46.69578518,1184.405157,25.364284,2,0.5
CI1794,patient,EP,111,3380.235683,2817.636564,85737.25784,71467.33401,44.06383725,1117.647682,25.364284,2,0.5
CI1794,patient,EP,112,3435.301762,2846.270925,87133.96951,72193.62408,45.37864648,1150.996877,25.364284,2,0.5
CI1794,patient,EP,113,3346.094714,2937.680617,84871.2966,74512.16546,48.21873196,1223.033612,25.364284,2,0.5
CI1794,patient,EP,114,3300.940529,2945.389868,83725.99303,74707.70509,44.28568302,1123.274641,25.364284,2,0.5
CI1794,patient,EP,115,3485.768722,2646.698238,88414.02783,67131.60576,48.05331558,1218.837944,25.364284,2,0.5
CI1794,patient,EP,116,3664.182819,2663.218062,92939.37365,67550.61927,49.01245743,1243.16589,25.364284,2,0.5
CI1794,patient,EP,117,3598.103524,2745.817181,91263.31964,69645.68678,45.86198298,1163.256361,25.364284,2,0.5
CI1794,patient,EP,118,3708.235683,2748.019824,94056.74299,69701.55524,47.79771103,1212.354717,25.364284,2,0.5
CI1794,patient,EP,119,3995.680617,2752.42511,101347.5779,69813.29218,50.11233182,1271.063416,25.364284,2,0.5
CI1794,patient,EP,120,3737.971366,2930.839207,94810.9673,74338.638,51.49874333,1306.228751,25.364284,2,0.5
CI1794,patient,EP,121,2774.134361,2394.504405,70363.93179,60734.88977,42.4207731,1075.972536,25.364284,2,0.5
CI1794,patient,EP,122,2845.720264,2394.504405,72179.65696,60734.88977,41.1900736,1044.756725,25.364284,2,0.5
CI1794,patient,EP,123,2901.887665,2358.160793,73604.30287,59813.06007,40.96641543,1039.083795,25.364284,2,0.5
CI1794,patient,EP,124,2940.433921,2395.605727,74582.00104,60762.824,36.94113856,936.9855296,25.364284,2,0.5
CI1794,patient,EP,125,3072.592511,2435.253304,77934.10906,61768.45641,41.32368745,1048.145744,25.364284,2,0.5
CI1794,patient,EP,126,3079.200441,2470.495595,78101.71446,62662.35188,36.67489265,930.2323927,25.364284,2,0.5
CI1794,patient,EP,127,3118.848018,2477.103524,79107.34687,62829.95728,37.12307497,941.6002165,25.364284,2,0.5
CI1794,patient,EP,128,3134.26652,2429.746696,79498.42614,61628.78524,39.73691432,1007.89838,25.364284,2,0.5
CI1794,patient,EP,129,3171.711454,2409.922907,80448.19007,61125.96904,37.12307497,941.6002165,25.364284,2,0.5
CI1794,patient,EP,130,3266.42511,2502.433921,82850.53415,63472.44465,41.1900736,1044.756725,25.364284,2,0.5
CI1794,patient,EP,131,3407.394273,2500.231278,86426.11604,63416.57619,45.43260446,1152.365482,25.364284,2,0.5
CI1794,patient,EP,132,3278.539648,2413.226872,83157.81072,61209.77174,38.65873124,980.5510381,25.364284,2,0.5
CI1794,patient,EP,133,3243.297357,2433.050661,82263.91525,61712.58794,34.47097348,874.3315612,25.364284,2,0.5
CI1794,patient,EP,134,3248.803965,2377.984581,82403.58642,60315.87627,36.59129351,928.1119605,25.364284,2,0.5
CI1794,patient,EP,135,3237.790749,2316.310573,82124.24408,58751.55919,34.31068392,870.2659313,25.364284,2,0.5
CI1794,patient,EP,136,3183.825991,2307.5,80755.46664,58528.08533,43.29257287,1098.085113,25.364284,2,0.5
CI1794,patient,EP,137,3338.011013,2315.209251,84666.25933,58723.62496,39.73691432,1007.89838,25.364284,2,0.5
CI1794,patient,EP,138,2873.627753,2145.900881,72887.51044,54429.23938,37.89060041,961.0679496,25.364284,2,0.5
CI1794,patient,EP,139,2900.059471,2147.002203,73557.93204,54457.17361,35.43476965,898.7775609,25.364284,2,0.5
CI1794,patient,EP,140,3000.279736,2154.711454,76099.94729,54652.71325,41.89775727,1062.706614,25.364284,2,0.5
CI1794,patient,EP,141,3087.284141,2088.632159,78306.75174,52976.65924,40.28799183,1021.876067,25.364284,2,0.5
CI1794,patient,EP,142,2856.006608,2048.984581,72440.56271,51971.02683,39.98277538,1014.13447,25.364284,2,0.5
CI1794,patient,EP,143,2795.433921,1959.777533,70904.17986,49708.35392,38.7536771,982.9592719,25.364284,2,0.5
CI1794,patient,EP,144,2796.535242,1863.962555,70932.1141,47278.07561,39.90610651,1012.189819,25.364284,2,0.5
CI1794,patient,EP,145,2679.795154,1915.72467,67971.08535,48590.98458,43.6728956,1107.731727,25.364284,2,0.5
CI1794,patient,EP,146,2196.777533,1915.103524,55719.68923,48575.22968,40.81662914,1035.284573,25.364284,2,0.5
CI1794,patient,EP,147,2299.200441,1934.927313,58317.57294,49078.04588,40.95146146,1038.704499,25.364284,2,0.5
CI1794,patient,EP,148,2474.310573,1878.759912,62759.11607,47653.39997,43.17924133,1095.21054,25.364284,2,0.5
CI1794,patient,EP,149,2436.865639,1981.182819,61809.35213,50251.28368,39.50502994,1002.016799,25.364284,2,0.5
CI1794,patient,EP,150,2393.914097,2003.209251,60719.91702,50809.96835,41.35332079,1048.897373,25.364284,2,0.5
CI1794,patient,EP,151,2313.517621,2058.27533,58680.71798,52206.68003,44.49265883,1128.524434,25.364284,2,0.5
CI1794,patient,EP,152,2165.940529,2035.147577,54937.53069,51620.06112,39.86003441,1011.021233,25.364284,2,0.5
CI1794,patient,EP,153,2127.394273,2101.226872,53959.83252,53296.11513,44.3961902,1126.077577,25.364284,2,0.5
CI1794,patient,EP,154,2221.006608,2111.138767,56334.24237,53547.52323,41.1900736,1044.756725,25.364284,2,0.5
CI1794,patient,EP,155,2180.257709,2135.367841,55300.67573,54162.07637,42.57930211,1079.993511,25.364284,2,0.5
CI1794,patient,EP,156,1869.015419,1101.103524,47406.23787,27928.7025,50.79218135,1288.307313,25.364284,2,0.5
CI1794,patient,EP,157,2276.482379,3322.165198,57741.34557,84264.34158,57.31879714,1453.850249,25.364284,2,0.5
CI1794,patient,EP,158,4361.04185,2849.610132,110614.704,72278.32068,43.39149515,1100.594206,25.364284,2,0.5
CI1794,patient,EP,159,4180.156388,2519.024229,106026.6738,63893.24595,50.96072662,1292.582343,25.364284,2,0.5
CI1794,patient,EP,160,4338.746696,2444.134361,110049.2034,61993.71807,50.11233182,1271.063416,25.364284,2,0.5
CI1794,patient,EP,161,4296.896476,2390.169604,108987.7025,60624.94063,50.00220814,1268.270208,25.364284,2,0.5
CI1794,patient,EP,162,4299.099119,2305.367841,109043.571,58474.00465,53.17231678,1348.677744,25.364284,2,0.5
CI1794,patient,EP,163,4170.244493,2330.698238,105775.2657,59116.49202,53.53966013,1357.995145,25.364284,2,0.5
CI1794,patient,EP,164,3571.940529,2521.786344,90599.71399,63963.305,44.28568302,1123.274641,25.364284,2,0.5
CI1794,patient,EP,165,3556.522026,2446.896476,90208.63473,62063.77713,37.64734559,954.8979653,25.364284,2,0.5
CI1794,patient,EP,166,3808.72467,2331.257709,96605.57419,59130.68261,49.14973001,1246.64771,25.364284,2,0.5
CI1794,patient,EP,167,3526.786344,2347.777533,89454.41042,59549.69611,33.29599294,844.529021,25.364284,2,0.5
CI1794,patient,EP,168,3493.746696,2373.10793,88616.38342,60192.18348,35.69310675,905.3300964,25.364284,2,0.5
CI1794,patient,EP,169,3517.975771,2379.715859,89230.93655,60359.78888,38.65873124,980.5510381,25.364284,2,0.5
CI1794,patient,EP,170,3609.385463,2345.57489,91549.47793,59493.82765,40.59091333,1029.559453,25.364284,2,0.5
CI1794,patient,EP,171,3636.918502,2318.04185,92247.83377,58795.47181,41.67789696,1057.130015,25.364284,2,0.5
CI1794,patient,EP,172,3579.64978,2288.306167,90795.25363,58041.24751,41.66319836,1056.757195,25.364284,2,0.5
CI1794,patient,EP,173,3424.363436,2278.394273,86856.52671,57789.8394,39.90610651,1012.189819,25.364284,2,0.5
CI1794,patient,EP,174,3362.689427,2259.671806,85292.20963,57314.95744,39.86003441,1011.021233,25.364284,2,0.5
CI1794,patient,EP,175,3625.905286,2237.645374,91968.49143,56756.27277,33.22232915,842.6605917,25.364284,2,0.5
CI1794,patient,EP,176,3977.89207,2071.975771,100896.3842,52554.18189,49.91638842,1266.093452,25.364284,2,0.5
CI1794,patient,EP,177,3876.570485,2154.57489,98326.43471,54649.2494,43.22177548,1096.289388,25.364284,2,0.5
CI1794,patient,EP,178,3808.288546,2152.372247,96594.51224,54593.38094,40.08986546,1016.850733,25.364284,2,0.5
CI1794,patient,EP,179,3688.244493,2189.817181,93549.68079,55543.14487,33.27759228,844.0623015,25.364284,2,0.5
CI1794,patient,EP,180,3734.5,2127.04185,94722.91859,53950.89357,35.69310675,905.3300964,25.364284,2,0.5
CI1794,patient,EP,181,3644.19163,2154.57489,92432.31145,54649.2494,32.09709141,814.1197421,25.364284,2,0.5
CI1794,patient,EP,182,3615.557269,2179.905286,91706.02138,55291.73677,36.05166885,914.4247672,25.364284,2,0.5
CI1794,patient,EP,183,3682.737885,2108.319383,93410.00962,53476.0116,32.09709141,814.1197421,25.364284,2,0.5
CI1794,patient,EP,184,3664.015419,2075.279736,92935.12765,52637.98459,36.54104223,926.8373727,25.364284,2,0.5
CI1794,patient,EP,185,3645.292952,2094.002203,92460.24568,53112.86656,38.65873124,980.5510381,25.364284,2,0.5
CI1794,patient,EP,186,3580.314978,2064.26652,90812.12591,52358.64226,34.09579235,864.8153603,25.364284,2,0.5
CI1794,patient,EP,187,3601.240088,2034.530837,91342.87634,51604.41795,34.75410739,881.5130498,25.364284,2,0.5
CI1794,patient,EP,188,3560.491189,2048.848018,90309.3097,51967.56299,33.01890635,837.5009181,25.364284,2,0.5
CI1794,patient,EP,189,3183.517621,2029.121145,80747.64506,51467.205,40.08986546,1016.850733,25.364284,2,0.5
CI1794,patient,EP,190,3169.200441,2076.477974,80384.50002,52668.37704,34.59512969,877.4806945,25.364284,2,0.5
CI1794,patient,EP,191,3195.632159,2104.011013,81054.92163,53366.73288,38.8010629,984.1611789,25.364284,2,0.5
CI1794,patient,EP,192,3247.394273,2131.544053,82367.8306,54065.08871,34.38201598,872.0752179,25.364284,2,0.5
CI1794,patient,EP,193,3290.345815,2127.138767,83457.2657,53953.35178,38.87991091,986.1611021,25.364284,2,0.5
CI1794,patient,EP,194,3303.561674,2170.090308,83792.47651,55042.78688,36.25496934,919.5813387,25.364284,2,0.5
CI1794,patient,EP,195,3489.685022,2007.094714,88513.36196,50908.52033,33.49773311,849.6460159,25.364284,2,0.5
CI1794,patient,EP,196,3477.570485,2052.248899,88206.0854,52053.8239,38.21253143,969.2334995,25.364284,2,0.5
CI1794,patient,EP,197,3420.301762,2043.438326,86753.50525,51830.35003,39.98277538,1014.13447,25.364284,2,0.5
CI1794,patient,EP,198,3380.654185,1979.561674,85747.87285,50210.16449,37.77727642,958.1935677,25.364284,2,0.5
CI1794,patient,EP,199,3418.099119,1877.138767,86697.63679,47612.28078,39.13115689,992.5337765,25.364284,2,0.5
CI1794,patient,EP,200,2625.328194,1810.323789,66589.5699,45917.5667,43.51835053,1103.811802,25.364284,2,0.5
CI1794,patient,EP,201,2764.094714,1754.156388,70109.28332,44492.92079,42.11646986,1068.254103,25.364284,2,0.5
CI1794,patient,EP,202,2821.363436,1709.002203,71561.86346,43347.61722,36.54104223,926.8373727,25.364284,2,0.5
CI1794,patient,EP,203,2877.530837,1655.037445,72986.50936,41978.83978,39.98277538,1014.13447,25.364284,2,0.5
CI1794,patient,EP,204,2897.354626,1675.962555,73489.32557,42509.59022,39.50502994,1002.016799,25.364284,2,0.5
CI1794,patient,EP,205,2954.720264,1748.561674,74944.36392,44351.01489,38.73786895,982.5583095,25.364284,2,0.5
CI1794,patient,EP,206,2994.367841,1746.359031,75949.99633,44295.14642,38.87991091,986.1611021,25.364284,2,0.5
CI1794,patient,EP,207,2971.240088,1814.640969,75363.37742,46027.0689,39.86003441,1011.021233,25.364284,2,0.5
CI1794,patient,EP,208,3036.218062,1907.151982,77011.4972,48373.54451,38.73786895,982.5583095,25.364284,2,0.5
CI1794,patient,EP,209,3080.270925,1886.226872,78128.86654,47842.79407,37.63107269,954.4852149,25.364284,2,0.5
CI1794,patient,EP,210,3169.477974,1882.922907,80391.53945,47758.99137,33.66189396,853.8098384,25.364284,2,0.5
CI1794,patient,EP,211,3132.03304,1887.328194,79441.77551,47870.72831,29.30398546,743.2746096,25.364284,2,0.5
CI1794,patient,EP,212,3137.539648,1866.403084,79581.44668,47339.97787,34.47097348,874.3315612,25.364284,2,0.5
CI1794,patient,EP,213,3068.156388,1770.588106,77821.58997,44909.69956,36.54104223,926.8373727,25.364284,2,0.5
CI1794,patient,EP,214,3128.729075,1774.993392,79357.97281,45021.43649,36.52427644,926.4121204,25.364284,2,0.5
CI1794,patient,EP,215,3163.971366,1793.715859,80251.86828,45496.31846,34.32853084,870.7186054,25.364284,2,0.5
CI1794,patient,EP,216,3233.354626,1776.094714,82011.72499,45049.37073,42.05825771,1066.777593,25.364284,2,0.5
CI1794,patient,EP,217,3318.156388,1806.931718,84162.66097,45831.52926,43.17924133,1095.21054,25.364284,2,0.5
CI1794,patient,EP,218,3177.160793,1645.359031,80586.40866,41733.35374,44.10551833,1118.704893,25.364284,2,0.5
